gene_id	Op_Prot_Nat_A	Op_Prot_Nat_B	Op_Prot_Nat_C	Tr_Prot_Nat_A	Tr_Prot_Nat_B	Tr_Prot_Nat_C	Tr_Prot_Alk_A	Tr_Prot_Alk_B	Tr_Prot_Alk_C
evm.model.scaffold74.28	10.68	11.29	10.65	13.33	14.66	10.41	8.48	13.97	10.09
evm.model.scaffold74.27	12.9	13.9	15.48	14.58	15.92	9.35	10.1	12.12	10.31
evm.model.scaffold74.26	235.19	289.35	212.4	320.41	278.5	255.83	228.53	224.93	288.62
evm.model.scaffold74.25	35.08	37.29	34.4	38.29	40.08	43.9	46.75	48.24	44.38
evm.model.scaffold74.24	39.23	41.31	34.15	40.09	50.85	34.91	39.65	49.9	41.61
evm.model.scaffold74.23	0.02	1.51	0.82	0.92	3.38	1.59	1.75	6.67	2.85
evm.model.scaffold74.22	41.46	42.13	43.9	48.03	41.07	50.31	47.65	40.4	34.81
evm.model.scaffold74.21	0.1	0	0	0	0	0	0	0	0
evm.model.scaffold74.20	0.31	0.34	0.33	0.66	0.52	0.37	0.22	0.79	0.45
evm.model.scaffold74.2	10.31	19.64	16.11	31.62	7.5	4.29	12.54	18.05	6.35
evm.model.scaffold74.19	4.64	3.67	3.78	6.7	4.78	3.37	3.47	4.66	3.71
evm.model.scaffold74.18	31.56	32.12	30.05	31	37.19	32.78	21.47	32.66	26.87
evm.model.scaffold74.17	63.36	59.16	56.04	73.7	75.06	57.54	56.77	73.45	62.32
evm.model.scaffold74.16	19.17	16.18	17.42	24.1	20.52	19.22	19.46	23.26	22.11
evm.model.scaffold74.15	121.99	104.75	98.25	128.74	126.61	104.5	100.17	126.78	112.75
evm.model.scaffold74.14	6.91	7.32	6.44	10.11	10.89	7.05	6.49	11.23	8.13
evm.model.scaffold74.13	22.32	28.35	24.89	23.76	26.61	27.76	27.12	27.61	28.6
evm.model.scaffold74.12	27.61	31.68	26.07	41.07	42.57	30.94	27.88	45.66	27.62
evm.model.scaffold74.11	0.77	1.37	1.2	1.43	1.29	0.96	1.03	2.11	1.74
evm.model.scaffold74.10	2.05	2.58	2.2	1.84	3.35	0.7	2.24	3.35	1.73
evm.model.scaffold74.1	5.31	5.74	5.82	8.14	6.21	6.47	5	6.7	6.32
evm.model.scaffold738.1	6.53	4.92	5.43	6.09	6.31	5.79	3.83	6.07	4.79
evm.model.scaffold735.1	1.96	1.33	1.5	2.09	1.62	1.08	1.81	1.99	1.85
evm.model.scaffold73.9	10.89	10.32	10.3	16.05	13.82	10.79	8.26	13.9	10.76
evm.model.scaffold73.8	15.83	14.95	16.81	24.05	13.14	23.05	14.12	20.71	12.85
evm.model.scaffold73.7	0.01	0.07	0.05	0.04	0.13	0.09	0.05	0.16	0.12
evm.model.scaffold73.6	0	3.48	2.72	4.44	9.94	7.15	8.07	17.78	13.49
evm.model.scaffold73.5	3.72	3.56	2.93	2.51	5.19	2.42	2.02	3.61	2.14
evm.model.scaffold73.44	0.1	0.51	0.83	1.35	2.2	1.1	1.51	2.1	2.09
evm.model.scaffold73.43	0.1	0.98	0.56	0.65	2.43	1.2	1.22	4.98	2.31
evm.model.scaffold73.42	13.66	11.71	15.44	24.6	14.56	7.86	8.26	20.62	9.26
evm.model.scaffold73.41	0	0	0	0	0	0	0.22	0	0
evm.model.scaffold73.40	0.1	0.07	0.16	0.08	0.07	0.11	0.09	0.05	0.08
evm.model.scaffold73.4	0	12.22	4	7.82	26.03	12.37	15.66	60.36	22.55
evm.model.scaffold73.39	76.37	99.6	75.44	43.44	70.94	107.48	165.39	55.88	99.81
evm.model.scaffold73.38	22.63	24.91	23.13	30.79	26.88	27.55	18.79	31.57	20.19
evm.model.scaffold73.37	0.99	1.14	1.25	2.01	2.41	0.8	1.63	2.01	1.88
evm.model.scaffold73.36	0	0	0	0.11	0	0	0	0.09	0
evm.model.scaffold73.35	0	0.07	0	0.08	0	0	0	0	0
evm.model.scaffold73.34	0	0.13	0	0	0	0	0	0	0
evm.model.scaffold73.33	0	0	0	0	0	0.05	0	0.11	0
evm.model.scaffold73.32	0.02	0	0.02	0.14	0.09	0.07	0.04	0.04	0.07
evm.model.scaffold73.31	0.17	0.15	0.09	0.32	0.21	0.04	0.25	0.17	0.2
evm.model.scaffold73.30	0.11	2.43	0.9	2.03	5.96	2.91	4.09	10.96	5.02
evm.model.scaffold73.3	0.03	8.73	4.12	10	21.17	10.47	14.44	42.45	20.15
evm.model.scaffold73.29	1594.01	1398.25	1505.83	1773.75	1596.1	1287.35	1140.16	1633.58	1182.85
evm.model.scaffold73.28	2142.73	1877.94	2156.7	2573.32	2388.07	2155.73	2109.68	2614.81	2280.34
evm.model.scaffold73.27	25.82	29.76	28.9	33.99	38.01	30.86	33.29	38.53	32.97
evm.model.scaffold73.26	22.44	21.53	21.05	26.91	24.75	19.64	15.32	25.97	20.53
evm.model.scaffold73.25	9.12	7.9	8.33	10.52	11.76	8.75	7.38	11.09	10.04
evm.model.scaffold73.24	5.18	6.43	9.22	5.76	5.8	15.09	6.11	4.31	9.67
evm.model.scaffold73.23	10.15	9.88	9.34	11.65	10.23	10.54	9.32	11.75	8.86
evm.model.scaffold73.22	0.6	0.58	0.42	1.7	0.86	0.35	0.39	0.77	0.28
evm.model.scaffold73.21	0.04	0	0	0.06	0	0.04	0	0	0.08
evm.model.scaffold73.20	10.56	12.05	8.62	13.56	14.26	9.05	11.26	15.83	12.59
evm.model.scaffold73.2	0.02	11.59	4.75	9.65	26.61	12.91	16.93	54.28	24.21
evm.model.scaffold73.19	0	0	0.16	0	0.58	0	0.18	0	0.47
evm.model.scaffold73.18	0.42	0.7	0.3	0.75	1.43	0.31	0.41	1.39	0.65
evm.model.scaffold73.17	20.28	24.54	20.72	27.82	29.66	23.04	20.14	33.37	21.37
evm.model.scaffold73.16	7.8	8.31	7.96	9.23	9.63	7.79	5.69	11.46	8.04
evm.model.scaffold73.15	12.14	11.84	11.74	16.16	15.47	13.92	11.01	14.82	13.84
evm.model.scaffold73.14	4.76	5.01	5.02	5.55	7.91	4.78	4.66	7.17	6.84
evm.model.scaffold73.13	5.84	8.78	7.15	5.67	9.57	7.14	9.23	11.96	9.36
evm.model.scaffold73.12	6.26	6.84	5.66	8.6	11.54	6.32	7.07	13.19	7.75
evm.model.scaffold73.11	27.61	27.62	26.23	29.55	30.21	23.94	18.02	25.76	22.55
evm.model.scaffold73.10	7	22.73	10.73	1.24	14.6	8.4	4.59	4.33	5.09
evm.model.scaffold73.1	1.33	1.14	1.17	1.83	2.48	1.12	1.11	2.32	1.67
evm.model.scaffold726.1	3.14	3.28	2.3	2.88	2.75	1.95	2.4	2.33	1.53
evm.model.scaffold725.1	2.13	1.52	1.46	3.64	3.04	1.79	2.13	3.66	3.06
evm.model.scaffold72.9	219.29	246.35	236.54	240.52	196.91	408.9	246.46	284.29	326.91
evm.model.scaffold72.8	35.56	54.57	34.61	55.98	27.83	50.46	51.5	64.89	29.81
evm.model.scaffold72.7	7.44	6.17	7.05	9.31	10.73	7.58	7.8	10.46	9.25
evm.model.scaffold72.6	4.44	3.87	3.53	5.86	6.33	4.21	4.63	5.67	4.76
evm.model.scaffold72.5	888.22	658.84	766.78	574.46	661.78	506.78	764.79	454.82	546.79
evm.model.scaffold72.4	1.09	0.95	0.29	0.82	0.67	0.6	1.05	0.63	0.47
evm.model.scaffold72.3	7.42	3.88	5.47	4.78	6.24	3.26	3.33	8.89	6.91
evm.model.scaffold72.29	19.15	23.07	24.5	29.66	25.78	16.2	15.81	24.96	18.54
evm.model.scaffold72.28	29.66	28.83	31.63	28.15	40.3	24.29	25.47	38.04	29.57
evm.model.scaffold72.27	0.04	2.15	0.77	1.43	4.67	2.27	2.71	10.56	3.69
evm.model.scaffold72.26	7.16	8.39	7.29	8.41	11.67	8.13	9.09	10.29	9.45
evm.model.scaffold72.25	18.28	18.61	16.96	20.92	22.19	22	24.02	25.34	23.82
evm.model.scaffold72.24	11.23	8.2	9.56	15.18	13.82	8.69	9.07	14.21	12.9
evm.model.scaffold72.23	0.03	0.01	0.03	0.02	0.03	0.03	0.01	0.04	0.01
evm.model.scaffold72.22	24.67	25.71	25.71	27.65	24.48	34.35	21.83	27.26	21.87
evm.model.scaffold72.21	25.5	24.33	23.3	32.55	29.3	24.52	18.79	32.22	21.98
evm.model.scaffold72.20	2311.39	2781.5	2234.45	2498.51	2977.72	2291.81	2270.65	2794.42	2650.89
evm.model.scaffold72.2	0	4.01	1.52	1.9	7.84	4.25	3.89	15.32	7.74
evm.model.scaffold72.19	12.07	11.64	10.84	17.41	14.23	12.27	10.47	13.67	13.07
evm.model.scaffold72.18	1	9.34	4.18	5.94	17.52	8.7	8.32	32.38	13.23
evm.model.scaffold72.17	1.18	2.29	1.87	1.77	3.02	2.03	1.47	3.04	2.36
evm.model.scaffold72.16	8.22	7.74	9.19	7.11	11.51	10.17	9.48	10.93	14.24
evm.model.scaffold72.15	12.69	16.36	13.71	8.04	11.58	16.44	7.61	5.35	8.13
evm.model.scaffold72.14	4.25	5.25	5.47	2.84	4.23	6.74	3.02	3.02	3.11
evm.model.scaffold72.13	25.01	18.32	16.64	25.12	24.64	20.17	16.22	25.5	15.63
evm.model.scaffold72.12	9.46	9.15	7.5	12.08	10.29	11.27	8	13.51	8.69
evm.model.scaffold72.11	37.23	33.28	34.55	45.52	42.11	35.3	30.43	39.35	36.28
evm.model.scaffold72.10	164.75	176.11	176.03	157.6	128.57	346.39	143.64	206.15	256.1
evm.model.scaffold72.1	0	0	0	0	0	0	0	0	0
evm.model.scaffold715.1	0	1.64	0.31	1.4	2.32	0.71	2.5	4.92	3.46
evm.model.scaffold71.9	12.83	9.44	10.84	17.13	12.36	11.13	11.95	14.32	9.95
evm.model.scaffold71.8	0.08	0.2	0	0.34	1.25	0.35	0.88	1.54	0.78
evm.model.scaffold71.7	0.17	0.68	0.44	0.85	1.98	0.77	0.87	2.04	0.89
evm.model.scaffold71.6	17.49	17.14	23.83	20.43	20.12	16.03	12.25	22.25	15.53
evm.model.scaffold71.58	0	1.9	1.17	1.63	5.03	2.3	2.48	9.2	4.07
evm.model.scaffold71.57	0.87	2.25	1.97	1.41	6.37	2.21	3.17	4.47	3.52
evm.model.scaffold71.56	0.16	4.96	4.86	7.6	14.76	8.67	9.59	22.89	15.34
evm.model.scaffold71.55	0.46	0.18	0	0.05	0.17	0.02	0.38	0.12	0.03
evm.model.scaffold71.54	0	2.99	1.97	2.85	6.68	3.49	3.81	13.11	5.75
evm.model.scaffold71.53	0	3.31	1.89	3.59	9.91	4.43	6.44	16.38	8.62
evm.model.scaffold71.52	0.64	4.5	2.62	3.88	10.95	4.03	4.68	10.44	6.21
evm.model.scaffold71.51	0.05	0	0	0	0	0.06	0	0.06	0.05
evm.model.scaffold71.50	0	4.23	1.4	5.4	10.65	4.74	4.93	8.45	6.14
evm.model.scaffold71.5	37.22	32.74	36.35	49.16	40.69	30.92	33.76	45.56	31.67
evm.model.scaffold71.49	0	0	2.21	0	0	0	2.88	2.56	0
evm.model.scaffold71.48	0	4.54	3.09	5.44	13.98	6.38	6.38	23.36	9.84
evm.model.scaffold71.47	3.64	3.25	4.41	3.31	2.76	2.96	1.41	4.13	3.34
evm.model.scaffold71.46	1.01	0	0	0	0	0	0	0.55	0
evm.model.scaffold71.45	5.88	4.16	5.37	5.29	4.64	4.2	2.87	6.04	5.66
evm.model.scaffold71.44	0	1.13	0.63	1.21	2.47	1.26	2	4.62	2.28
evm.model.scaffold71.43	0	0.11	0.03	0.06	0.21	0.06	0.06	0.27	0.21
evm.model.scaffold71.42	0	3.16	1.47	2.78	7.43	4.11	5.71	11.28	7.59
evm.model.scaffold71.41	0	0.76	0.82	1.07	3.15	1.75	1.81	4.82	2.41
evm.model.scaffold71.40	0.05	1.48	0.36	1.84	4.3	2.03	2.94	8.18	3.87
evm.model.scaffold71.4	12.11	9.93	11.89	11.45	10.71	8.55	5.48	14.42	8.47
evm.model.scaffold71.39	0	2.01	0.93	4.55	6.58	3.33	4.15	9.12	5.71
evm.model.scaffold71.38	2.83	3.69	2.46	3.01	4.49	3.15	3.42	4.79	3.71
evm.model.scaffold71.37	1.41	1.29	0.92	0.76	0.82	0.94	0.84	0.76	0.91
evm.model.scaffold71.36	5.45	6.56	5.54	6.55	11.01	5.85	6.56	8.27	6.64
evm.model.scaffold71.35	0.97	1.07	1.04	1.71	1.58	1.36	1.95	1.55	1.79
evm.model.scaffold71.34	0.23	0.11	0.27	0.32	0.16	0.05	0.1	0	0.13
evm.model.scaffold71.33	21.08	20.88	18.96	25.92	21.61	22.61	21.58	24.73	22.16
evm.model.scaffold71.32	14.45	15.89	14.78	21.31	17.58	17.39	18.76	19.89	15.18
evm.model.scaffold71.31	16.23	18.67	16.51	22.08	22.85	17.87	16.57	25.58	18.14
evm.model.scaffold71.30	41.72	37.21	38.12	55.12	43.47	41.59	31.65	58.99	34.4
evm.model.scaffold71.3	173.59	241.52	223.76	276.03	254.35	209.06	217.34	264.67	253.94
evm.model.scaffold71.29	17.19	16.63	15.27	20.33	20.67	16.8	15.81	20.28	15.87
evm.model.scaffold71.28	1.13	1.18	1.63	3.59	0.21	6.54	1.41	1.28	1.23
evm.model.scaffold71.27	7.46	6.91	6.92	7.9	6.77	6.57	4.87	8.52	6.24
evm.model.scaffold71.26	7.67	7.07	7.54	8.42	10	8.12	8.27	8.72	9.3
evm.model.scaffold71.25	13	13.55	13.55	19.96	18.8	13.08	14.93	22.58	18.33
evm.model.scaffold71.24	293.14	268.42	257.83	250.2	244.98	271.06	250.75	232.99	296.99
evm.model.scaffold71.23	9.79	10.27	9.53	13.58	15.99	9.04	8.1	10.98	10.55
evm.model.scaffold71.22	35.59	45.3	34.92	31.42	41.39	37.49	39.22	31.42	46.19
evm.model.scaffold71.21	19.6	18.45	18.67	26.12	26.08	16.7	13.13	22.04	19.18
evm.model.scaffold71.20	16.78	13.69	15.38	16.71	13.62	14.96	11.84	17.69	11.61
evm.model.scaffold71.2	10.22	10.47	9.48	12.17	12.89	9.78	8.86	13.18	10.3
evm.model.scaffold71.19	9.36	9.19	8.53	9.69	6.59	8.11	6.15	8.78	6.91
evm.model.scaffold71.18	19.07	15.65	18.66	19.03	17.49	15.8	11.79	22.9	16.19
evm.model.scaffold71.17	0.18	0.07	0.15	0.24	0.13	0.15	0.1	0.14	0.14
evm.model.scaffold71.16	7.67	6.52	6.84	9.03	9.49	8.37	7.24	8.59	8.08
evm.model.scaffold71.15	23.46	21.48	19.56	24.61	27.37	20.14	23.15	26.65	24.92
evm.model.scaffold71.14	6.68	8.09	7.97	13.73	11.26	8.62	10.83	13.76	11.09
evm.model.scaffold71.13	56.62	53.84	62.78	81.36	74.22	76.53	58.49	81.84	69.75
evm.model.scaffold71.12	22.63	21.48	19.94	28.09	28.61	21.97	20.83	27.94	22.55
evm.model.scaffold71.11	44.4	33.4	38.66	51.84	47.52	38.69	27.32	46.84	35.24
evm.model.scaffold71.10	68.35	66.94	58.29	90.06	112.3	53.92	57.48	108.16	63.66
evm.model.scaffold71.1	11	8.97	9.82	13.53	13	9.89	10.12	12.53	10.29
evm.model.scaffold700.1	0.6	1.13	0.57	0.43	1.07	0.49	0.66	0.33	0.87
evm.model.scaffold70.9	8.57	9.99	9.44	10.81	13.12	10.43	8.84	12.58	11.06
evm.model.scaffold70.8	2.95	5.08	5.04	3.65	5.29	6.46	4.26	3.82	8.93
evm.model.scaffold70.7	7.23	12.65	8.73	7.87	9.43	11.54	5.5	12.16	10.8
evm.model.scaffold70.6	1.26	2.99	1.84	0.38	1.83	1.6	0.77	1.63	2.12
evm.model.scaffold70.54	0	5.06	2.01	3.45	12.4	5.38	7.53	27.98	9.79
evm.model.scaffold70.53	7.57	12.17	7.99	4.4	5.36	9.52	9.56	5.61	8.26
evm.model.scaffold70.52	1.12	1.81	0.57	0.18	0.93	0.66	0.49	0	0.75
evm.model.scaffold70.51	0	0	0	0	0.06	0	0	0.05	0
evm.model.scaffold70.50	0	0	0	0	0.34	0	0	0	0
evm.model.scaffold70.5	1.24	2.44	0.99	1.29	4.11	1.91	1.44	1.7	2.16
evm.model.scaffold70.49	0	2.57	0.86	2.04	7.04	2.91	4.34	13.59	6.56
evm.model.scaffold70.48	0	3.28	2.35	4.72	9.89	4.42	7.13	22.54	8.81
evm.model.scaffold70.47	0.12	2.46	0.83	1.67	4.87	2.34	2.67	12.24	4.5
evm.model.scaffold70.46	7.37	7.6	12.58	8.33	1.58	35.09	8.52	5.91	11.22
evm.model.scaffold70.45	1.39	0.92	1.23	1.68	1.49	1.34	1.75	0.88	1.63
evm.model.scaffold70.44	0.02	4.55	2.7	4.56	12.56	6	7.11	23.16	11.39
evm.model.scaffold70.43	1.38	2.16	1.75	3.68	5.97	2.32	4.22	6.74	4.46
evm.model.scaffold70.42	0.91	0.87	0.74	1.27	0.97	0.8	1.07	1.03	1.06
evm.model.scaffold70.41	94.17	93.07	91.93	124.47	105.71	111.5	92.81	122.1	85.45
evm.model.scaffold70.40	17.1	11	11.69	21.97	15.65	11.63	11.91	16.41	12.98
evm.model.scaffold70.4	1.65	3.31	1.86	1.61	3.22	2.83	1.41	2.56	2.33
evm.model.scaffold70.39	114.69	92.88	90.8	143.22	148.21	87.29	93.54	133.45	107.92
evm.model.scaffold70.38	4.54	4.26	4.2	5.53	6.94	4.54	4.28	7.02	4.69
evm.model.scaffold70.37	22.59	23.19	19.58	26.79	29.62	21.03	20	27.73	24.9
evm.model.scaffold70.36	14.36	15.48	14.35	19.91	19.72	15.16	14.61	17.84	16.9
evm.model.scaffold70.35	17.25	20.92	15.32	29.44	19.23	18.46	14.35	26.83	9.77
evm.model.scaffold70.34	19.46	21.43	20.58	26.59	25.91	21.38	26.46	23.4	22.44
evm.model.scaffold70.33	0.05	0.35	0.07	0.11	0.9	0.15	0.22	1.22	0.07
evm.model.scaffold70.32	26.72	24.85	23.5	41.43	26.13	22.98	18.77	33.36	18.15
evm.model.scaffold70.31	0.04	9.35	4.14	9.73	27.15	12.39	17.2	58.19	24.72
evm.model.scaffold70.30	0	7.17	2.85	6.29	17.24	8.17	10.53	35.12	14.4
evm.model.scaffold70.3	1.65	3.31	1.86	1.61	3.22	2.83	1.41	2.56	2.33
evm.model.scaffold70.29	0.06	0.4	0.35	0.49	1.04	0.48	0.52	1.11	0.67
evm.model.scaffold70.28	13.33	16.1	12.35	17.34	22	13.87	13.18	18.29	14.92
evm.model.scaffold70.27	11.12	12.03	11.4	7.09	9.61	10.01	9.53	6.56	7.78
evm.model.scaffold70.26	208.99	207.17	211.18	226.67	249.07	223.23	194.96	233.42	208.88
evm.model.scaffold70.25	19.66	23.46	20.35	22.03	29.52	23.86	23.57	28.49	27.99
evm.model.scaffold70.24	15.93	14.66	14.24	20.49	19.53	16.65	14.7	18.7	15.75
evm.model.scaffold70.23	117.22	117.71	95.3	128.93	162.67	108.34	110.53	132.73	128.28
evm.model.scaffold70.22	87.44	94.54	77.9	101.87	115.55	78.59	83.92	99.28	74.81
evm.model.scaffold70.21	202.78	190.53	187.22	301.5	278.96	203.63	170.07	255.11	157.8
evm.model.scaffold70.20	10.15	10.5	8.56	13.38	14.12	9.77	11.18	15.23	12.06
evm.model.scaffold70.2	1.26	2.99	1.84	0.38	1.83	1.6	0.77	1.63	2.12
evm.model.scaffold70.19	20.4	22.09	21.16	25.97	33.19	22.23	21.08	32.78	23.91
evm.model.scaffold70.18	23.71	22.21	23.94	20.22	22.44	15.8	12.29	25.88	16.98
evm.model.scaffold70.17	51.16	47.6	45.13	64.69	60.81	44.97	40.45	55.22	48.14
evm.model.scaffold70.16	14.28	21.81	15.18	19.93	25.01	17.23	10.77	30.26	13.79
evm.model.scaffold70.15	77.71	78.72	75.35	103.12	114.21	77.13	68.61	102.5	76.36
evm.model.scaffold70.14	17.72	21.95	16.71	25.56	25.14	14.25	15.63	27.16	14.97
evm.model.scaffold70.13	8.48	7.24	7.53	11.77	10.2	7.75	5.59	9.93	6.96
evm.model.scaffold70.12	16.29	16.51	14.17	23.62	21.35	18.04	15.48	23.05	18.43
evm.model.scaffold70.11	37.35	33.36	34.46	56.25	46.26	32.7	31.21	48.19	29.99
evm.model.scaffold70.10	21.63	18.26	19.46	25.39	25.35	20.25	17.13	25.56	18.99
evm.model.scaffold70.1	1.26	2.99	1.84	0.38	1.83	1.6	0.77	1.63	2.12
evm.model.scaffold7.99	785.72	816.85	745.67	1349.38	920.39	1138.32	799.23	1190.86	638.36
evm.model.scaffold7.98	17.43	18.35	18.19	17.92	22.09	19.61	19.63	20.69	21.89
evm.model.scaffold7.97	14.39	16.9	13.89	16.45	23.34	16.7	17.32	27.49	19.19
evm.model.scaffold7.96	13.55	8.49	12.52	20.49	7.24	15.25	14.83	11.13	9.9
evm.model.scaffold7.95	11.18	10.34	8.91	18.83	6.64	15.84	18.03	10.3	10.82
evm.model.scaffold7.94	0.27	5.01	2.66	3.87	14.21	5.27	7.46	23.87	10.56
evm.model.scaffold7.93	19.04	21.38	20.77	28.82	28.75	21.51	19.95	27.86	20.91
evm.model.scaffold7.92	13.74	18.36	13.19	16.17	27.18	17.33	19.57	43.21	19.6
evm.model.scaffold7.91	0.1	6.44	3.17	6.79	19.38	8.56	9.31	34.93	14.26
evm.model.scaffold7.90	13.53	8.11	6.55	11.53	11.4	4.97	10.38	14.85	6.02
evm.model.scaffold7.9	16.5	21.37	13.49	21.9	14.83	15.26	21.36	12.6	22.08
evm.model.scaffold7.89	8.55	9.29	8.49	10.12	11.22	8.75	9.21	10.78	10.97
evm.model.scaffold7.88	21.82	19.22	18.65	19.95	23.88	21.26	19.93	20.87	21.57
evm.model.scaffold7.87	15.42	17.11	15.17	22.25	22.94	18.94	16.17	22.59	16.95
evm.model.scaffold7.86	39.89	35.1	33.31	45.22	49.81	35.7	32.79	50.18	40.35
evm.model.scaffold7.85	2.15	2.34	3.27	1.76	2.68	3.68	1.96	2.89	3.14
evm.model.scaffold7.84	0.19	0.91	0.11	0.35	0.18	0.17	0.14	0.26	0.24
evm.model.scaffold7.83	8.18	8.24	7.97	10.8	12.12	8.02	7.89	12.12	10.1
evm.model.scaffold7.82	157.02	154.77	135.51	124.72	132.45	154.23	139.92	174.07	183.82
evm.model.scaffold7.81	5.56	7.26	5.42	5.98	8.87	6.17	5.33	8.48	6.1
evm.model.scaffold7.80	11.09	13.61	10.38	12.22	19.09	11.29	13.2	20.59	14.7
evm.model.scaffold7.8	3.7	4.24	3.52	5.19	6.74	3.69	2.93	4.58	4.03
evm.model.scaffold7.79	10.72	10.47	10.4	13.02	14.57	10.7	9.24	15.59	11.31
evm.model.scaffold7.78	123.95	156.73	154.7	109.13	134.71	147.78	144.26	123.08	160.19
evm.model.scaffold7.77	12.71	15.77	13.58	15.77	14.28	21.4	18.23	16.58	15.15
evm.model.scaffold7.76	0.88	0.77	0.83	0.29	0.64	0.57	0.1	0.71	0.7
evm.model.scaffold7.75	1.26	1.21	1.25	0.27	1.3	1.17	0.47	1.36	1.4
evm.model.scaffold7.74	90.76	137.57	89.51	78.38	103.14	117.15	129.15	64.73	152.78
evm.model.scaffold7.73	18.68	18.77	16.91	22.91	16.91	11.19	15.19	13.99	12.95
evm.model.scaffold7.72	0.94	0.62	0.4	1.52	0.91	0.49	0.84	0.94	1.06
evm.model.scaffold7.71	0.2	0.45	0.36	0.27	0.96	0.48	0.39	0.99	0.74
evm.model.scaffold7.70	17.79	21.99	17.89	30.42	33.76	22.85	15.37	30.03	16.86
evm.model.scaffold7.7	18.24	24.39	17.05	32.19	27.52	50.59	127.52	51.37	78.67
evm.model.scaffold7.69	28.93	25.88	25.91	32.7	35.26	31.93	23.18	31.66	30.64
evm.model.scaffold7.68	0.45	2.31	1.12	1.77	3.38	1.99	2.56	5.62	3.34
evm.model.scaffold7.67	180.76	173.79	179.38	332.5	260.41	188.87	174.49	282.05	155.98
evm.model.scaffold7.66	7.22	5.85	5.26	11.45	11.17	2.5	4.18	9.97	5.88
evm.model.scaffold7.65	0	1.58	0	0	0	0	0	1.32	0
evm.model.scaffold7.64	48.17	44.3	38.22	69.3	67.35	27.97	34.22	61.59	45.43
evm.model.scaffold7.63	16.56	18.71	19.36	17.01	11.45	24.78	28.63	23.2	22.54
evm.model.scaffold7.62	44.13	41.32	38.66	36.14	42.1	44.23	52.4	48.88	49.73
evm.model.scaffold7.61	60.63	67.82	62.84	73.82	59.02	99.39	82.65	75.02	57.87
evm.model.scaffold7.60	47.76	63.71	62.26	46.63	13.7	84.36	82.38	42.67	45.51
evm.model.scaffold7.6	366.12	413.03	355.87	297.61	350.4	370.29	397.65	315.1	343.27
evm.model.scaffold7.59	0.42	0.25	0.27	0.34	0.46	0.37	0.13	0.47	0.33
evm.model.scaffold7.58	1.97	2.25	2.19	2.05	2.17	1.87	1.85	3.16	2.25
evm.model.scaffold7.57	0.41	0.94	0.96	1.06	1.83	1.46	1.07	2.69	1.89
evm.model.scaffold7.56	3137.76	3169.96	2973.91	3102.09	3330.78	2911.12	3203.28	3567.37	3561.52
evm.model.scaffold7.55	35.39	37.48	34.62	50.16	49.93	39.28	42.96	52.7	39.7
evm.model.scaffold7.54	1.12	5.3	4	6.86	7.34	4.92	8	18.61	8.69
evm.model.scaffold7.53	11069.23	11846.81	14173.33	10831.71	5015.26	19980.01	23320.59	9554.96	15426.6
evm.model.scaffold7.52	319.96	497.32	552.78	424.63	146.57	489.09	289.48	245.44	259.94
evm.model.scaffold7.51	2.96	4.18	62.79	4.39	0.78	80.85	3.67	3.78	54.52
evm.model.scaffold7.50	8.35	7.65	17.27	5.92	1.15	18.59	18.99	3.7	14.27
evm.model.scaffold7.5	16.16	22.98	19.19	26.53	37.72	32.19	33.12	47.16	33.88
evm.model.scaffold7.49	24.74	39.2	30.94	38.23	5.25	71.41	63.28	33.47	30.54
evm.model.scaffold7.48	26.82	33.05	37.26	22.85	3.84	82.15	65.26	13.28	45.67
evm.model.scaffold7.47	46.76	251.81	172.35	32.24	27.89	192.88	148.51	88.64	132.92
evm.model.scaffold7.46	71.6	61.32	74.02	148.15	6.39	236.66	202.98	65.07	98.55
evm.model.scaffold7.45	61.54	67	51.88	94.36	97.94	62.98	64.84	105.26	68.38
evm.model.scaffold7.44	44.56	43.81	41.32	49.97	55.26	50.22	45.33	53.87	51.64
evm.model.scaffold7.43	0.03	4.33	2.03	3.31	10.73	4.57	7.72	22.92	9.04
evm.model.scaffold7.42	24.24	18.5	24.44	26.76	19.09	33.93	27.71	9.68	30.59
evm.model.scaffold7.41	0	8.45	5.55	6.7	27.59	13.49	18.79	67.4	20.94
evm.model.scaffold7.40	0.01	0.66	0.56	0.96	2.25	0.91	1.29	2.51	1.73
evm.model.scaffold7.4	18.82	30.23	38.26	25.43	1.32	31.69	29.57	4.74	6.47
evm.model.scaffold7.39	4.99	9.87	5.56	9.24	5.63	11.81	6.5	6.94	9.71
evm.model.scaffold7.38	0.89	1.59	2.03	0.42	0.46	4.32	2.66	1.11	2.53
evm.model.scaffold7.37	6.31	4.73	4.87	5.64	7.07	4.49	5.08	6.2	5.46
evm.model.scaffold7.36	0	0	0	0	0	0	0	0	0
evm.model.scaffold7.35	2.32	4.27	3.04	3.61	4.31	2.89	2.78	3.22	3.81
evm.model.scaffold7.34	46.21	41.69	30.39	63.87	103.02	82.77	326.94	121.14	115.55
evm.model.scaffold7.33	13.94	12.73	16.09	26.31	12.64	10.11	21.47	16.76	18.88
evm.model.scaffold7.32	0.07	1.05	0.32	0.57	1.39	0.42	0.58	1.09	0.81
evm.model.scaffold7.31	0.09	0.12	0	0.26	0	0	0	0.1	0
evm.model.scaffold7.30	0.19	0.25	0.14	0.1	0.17	0.18	0.08	0.4	0.35
